팀명,경기날짜,결과,이름,공격종합_성공률,오픈_성공률,시간차_성공률,이동_성공률,후위_성공률,속공_성공률,퀵오픈_성공률,서브_성공률,범실_범실,포지션,득점점유율,스타팅멤버
현대건설,2021-10-20,1,양효진,60.0,50.0,0.0,0.0,0.0,83.33,0.0,0.33,0,C,0.19672131147540983,1
현대건설,2021-10-20,1,고예림,34.78,33.33,75.0,0.0,0.0,0.0,16.67,0.33,1,L,0.16393442622950818,1
현대건설,2021-10-20,1,이다현,46.15,75.0,0.0,0.0,0.0,37.5,0.0,0.0,1,C,0.11475409836065574,1
현대건설,2021-10-20,1,정지윤,50.0,40.0,0.0,0.0,0.0,0.0,57.14,0.0,0,C,0.11475409836065574,0
현대건설,2021-10-20,1,황민경,20.0,16.67,0.0,0.0,0.0,0.0,25.0,0.0,1,L,0.06557377049180328,1
현대건설,2021-10-20,1,김다인,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.33,2,S,0.04918032786885246,1
현대건설,2021-10-20,1,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Li,0.0,0
IBK기업은행,2021-10-21,0,라셈,44.26,37.5,0.0,0.0,44.0,0.0,58.33,0.25,10,R,0.46774193548387094,1
IBK기업은행,2021-10-21,0,김주향,18.92,19.05,0.0,0.0,0.0,0.0,23.08,0.25,4,L,0.14516129032258066,1
IBK기업은행,2021-10-21,0,육서영,36.36,33.33,0.0,0.0,0.0,0.0,50.0,0.0,3,L,0.12903225806451613,0
IBK기업은행,2021-10-21,0,김수지,23.08,40.0,0.0,25.0,0.0,0.0,0.0,0.0,1,C,0.0967741935483871,1
IBK기업은행,2021-10-21,0,김희진,30.77,25.0,0.0,33.33,0.0,50.0,0.0,0.0,1,C,0.08064516129032258,1
IBK기업은행,2021-10-21,0,표승주,15.79,7.69,0.0,0.0,0.0,0.0,33.33,0.0,0,L,0.04838709677419355,0
IBK기업은행,2021-10-21,0,김하경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0,S,0.03225806451612903,0
IBK기업은행,2021-10-21,0,조송화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,1
IBK기업은행,2021-10-21,0,신연경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
흥국생명,2021-10-21,1,캣벨,43.82,41.38,0.0,0.0,41.94,0.0,50.0,0.25,5,R,0.547945205479452,1
흥국생명,2021-10-21,1,김미연,31.25,29.41,0.0,0.0,100.0,0.0,28.57,0.25,1,L,0.1643835616438356,1
흥국생명,2021-10-21,1,이주아,31.25,0.0,0.0,0.0,0.0,55.56,0.0,0.0,2,C,0.1095890410958904,1
흥국생명,2021-10-21,1,김다은,23.53,28.57,0.0,0.0,0.0,0.0,25.0,0.0,1,R,0.0684931506849315,1
흥국생명,2021-10-21,1,박혜진,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.25,4,S,0.0684931506849315,1
흥국생명,2021-10-21,1,김채연,33.33,0.0,0.0,0.0,0.0,100.0,0.0,0.25,2,C,0.0410958904109589,1
흥국생명,2021-10-21,1,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
흥국생명,2021-10-21,1,도수빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.0,0
페퍼저축은행,2021-10-22,0,엘리자벳,50.0,61.11,0.0,0.0,33.33,0.0,50.0,0.0,6,R,0.59375,1
페퍼저축은행,2021-10-22,0,이한비,37.5,30.0,0.0,0.0,100.0,0.0,50.0,0.0,5,L,0.1875,1
페퍼저축은행,2021-10-22,0,박경현,25.0,12.5,0.0,0.0,0.0,0.0,42.86,0.0,2,L,0.125,1
페퍼저축은행,2021-10-22,0,최가은,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1,C,0.0625,1
페퍼저축은행,2021-10-22,0,하혜진,12.5,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0,R,0.03125,1
페퍼저축은행,2021-10-22,0,구솔,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,0
GS칼텍스,2021-10-22,1,모마,61.54,55.0,0.0,0.0,75.0,0.0,100.0,1.0,4,R,0.3684210526315789,1
GS칼텍스,2021-10-22,1,강소휘,42.11,41.67,100.0,0.0,100.0,0.0,20.0,0.67,3,L,0.19298245614035087,1
GS칼텍스,2021-10-22,1,한수지,75.0,100.0,0.0,0.0,0.0,100.0,0.0,0.33,1,C,0.12280701754385964,1
GS칼텍스,2021-10-22,1,김유리,57.14,0.0,0.0,0.0,0.0,66.67,0.0,0.0,1,C,0.10526315789473684,1
GS칼텍스,2021-10-22,1,유서연,44.44,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2,L,0.07017543859649122,1
GS칼텍스,2021-10-22,1,최은지,66.67,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.07017543859649122,0
GS칼텍스,2021-10-22,1,안혜진,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.33,3,S,0.07017543859649122,1
GS칼텍스,2021-10-22,1,한다혜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
GS칼텍스,2021-10-22,1,한수진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
KGC인삼공사,2021-10-23,1,이소영,44.44,42.11,25.0,0.0,20.0,0.0,69.23,0.67,3,L,0.3380281690140845,1
KGC인삼공사,2021-10-23,1,옐레나,52.38,62.5,0.0,0.0,35.71,0.0,50.0,0.0,4,R,0.3380281690140845,1
KGC인삼공사,2021-10-23,1,박혜민,55.0,40.0,50.0,0.0,0.0,0.0,61.54,0.0,2,L,0.15492957746478872,1
KGC인삼공사,2021-10-23,1,박은진,63.64,100.0,0.0,50.0,0.0,62.5,0.0,0.0,1,C,0.14084507042253522,1
KGC인삼공사,2021-10-23,1,한송이,28.57,50.0,0.0,0.0,0.0,20.0,0.0,0.0,1,C,0.028169014084507043,1
KGC인삼공사,2021-10-23,1,염혜선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.0,1
KGC인삼공사,2021-10-23,1,정호영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,C,0.0,0
KGC인삼공사,2021-10-23,1,고의정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
KGC인삼공사,2021-10-23,1,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
한국도로공사,2021-10-23,0,켈시,36.96,30.0,100.0,0.0,41.67,0.0,38.46,0.0,3,R,0.3157894736842105,1
한국도로공사,2021-10-23,0,박정아,32.61,25.0,0.0,0.0,50.0,0.0,41.18,0.0,6,L,0.2807017543859649,1
한국도로공사,2021-10-23,0,전새얀,42.86,36.36,0.0,0.0,0.0,0.0,50.0,0.0,2,L,0.19298245614035087,1
한국도로공사,2021-10-23,0,정대영,66.67,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0,C,0.08771929824561403,1
한국도로공사,2021-10-23,0,배유나,9.09,25.0,0.0,0.0,0.0,0.0,0.0,0.67,2,C,0.07017543859649122,1
한국도로공사,2021-10-23,0,이고은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,S,0.05263157894736842,0
한국도로공사,2021-10-23,0,문정원,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,R,0.0,0
한국도로공사,2021-10-23,0,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
현대건설,2021-10-24,1,야스민,47.46,46.67,0.0,0.0,38.89,0.0,63.64,1.0,9,R,0.4782608695652174,1
현대건설,2021-10-24,1,양효진,40.0,36.36,0.0,0.0,0.0,50.0,0.0,0.75,4,C,0.21739130434782608,1
현대건설,2021-10-24,1,이다현,44.44,0.0,0.0,100.0,0.0,33.33,0.0,0.25,1,C,0.08695652173913043,1
현대건설,2021-10-24,1,황민경,25.0,10.0,0.0,0.0,100.0,0.0,50.0,0.25,1,L,0.07246376811594203,1
현대건설,2021-10-24,1,고예림,16.67,14.29,0.0,0.0,0.0,0.0,25.0,0.0,4,L,0.057971014492753624,1
현대건설,2021-10-24,1,정지윤,37.5,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0,C,0.043478260869565216,0
현대건설,2021-10-24,1,김다인,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.043478260869565216,1
현대건설,2021-10-24,1,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Li,0.0,0
흥국생명,2021-10-24,0,캣벨,39.24,29.55,0.0,0.0,34.78,0.0,83.33,0.25,10,R,0.5396825396825397,1
흥국생명,2021-10-24,0,이주아,37.5,0.0,0.0,50.0,0.0,50.0,0.0,0.5,1,C,0.1746031746031746,1
흥국생명,2021-10-24,0,김다은,37.5,22.22,0.0,0.0,0.0,0.0,57.14,0.5,2,R,0.14285714285714285,1
흥국생명,2021-10-24,0,김미연,26.32,25.0,0.0,0.0,0.0,0.0,28.57,0.0,3,L,0.09523809523809523,1
흥국생명,2021-10-24,0,김채연,16.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0,C,0.031746031746031744,1
흥국생명,2021-10-24,0,박혜진,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3,S,0.015873015873015872,1
흥국생명,2021-10-24,0,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
흥국생명,2021-10-24,0,도수빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.0,0
IBK기업은행,2021-10-26,0,라셈,32.65,36.67,0.0,0.0,26.32,0.0,0.0,0.0,6,R,0.32075471698113206,1
IBK기업은행,2021-10-26,0,표승주,32.26,24.0,66.67,0.0,0.0,0.0,66.67,0.25,4,L,0.20754716981132076,1
IBK기업은행,2021-10-26,0,김희진,50.0,54.55,0.0,0.0,0.0,50.0,0.0,0.0,0,C,0.1509433962264151,1
IBK기업은행,2021-10-26,0,김수지,50.0,50.0,0.0,100.0,0.0,25.0,0.0,0.25,3,C,0.1509433962264151,1
IBK기업은행,2021-10-26,0,김주향,18.52,10.0,0.0,0.0,0.0,0.0,50.0,0.0,4,L,0.11320754716981132,1
IBK기업은행,2021-10-26,0,조송화,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.25,2,S,0.05660377358490566,1
IBK기업은행,2021-10-26,0,신연경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
한국도로공사,2021-10-26,1,켈시,48.08,46.15,100.0,0.0,50.0,0.0,42.86,0.25,6,R,0.3783783783783784,1
한국도로공사,2021-10-26,1,전새얀,40.91,36.36,0.0,0.0,0.0,0.0,45.45,0.0,2,L,0.1891891891891892,1
한국도로공사,2021-10-26,1,박정아,42.31,25.0,50.0,0.0,100.0,0.0,54.55,0.0,3,L,0.16216216216216217,1
한국도로공사,2021-10-26,1,배유나,40.0,0.0,0.0,33.33,0.0,75.0,0.0,0.25,1,C,0.08108108108108109,1
한국도로공사,2021-10-26,1,정대영,37.5,25.0,0.0,66.67,0.0,0.0,0.0,0.0,1,C,0.06756756756756757,1
한국도로공사,2021-10-26,1,이고은,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.25,2,S,0.06756756756756757,1
한국도로공사,2021-10-26,1,이예림,33.33,28.57,0.0,0.0,0.0,0.0,40.0,0.0,3,L,0.05405405405405406,0
한국도로공사,2021-10-26,1,문정원,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,R,0.0,0
한국도로공사,2021-10-26,1,우수민,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
한국도로공사,2021-10-26,1,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Li,0.0,0
GS칼텍스,2021-10-27,0,모마,32.26,30.3,0.0,0.0,36.36,0.0,28.57,0.25,6,R,0.3230769230769231,1
GS칼텍스,2021-10-27,0,강소휘,51.72,52.94,0.0,0.0,0.0,0.0,50.0,0.75,6,L,0.3076923076923077,1
GS칼텍스,2021-10-27,0,최은지,42.86,71.43,0.0,0.0,0.0,0.0,33.33,0.0,2,L,0.15384615384615385,1
GS칼텍스,2021-10-27,0,유서연,31.25,40.0,0.0,0.0,0.0,0.0,27.27,0.0,1,L,0.07692307692307693,0
GS칼텍스,2021-10-27,0,김유리,33.33,33.33,0.0,0.0,0.0,33.33,0.0,0.5,0,C,0.06153846153846154,1
GS칼텍스,2021-10-27,0,한수지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,C,0.046153846153846156,1
GS칼텍스,2021-10-27,0,김지원,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1,S,0.015384615384615385,0
GS칼텍스,2021-10-27,0,안혜진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1,S,0.015384615384615385,1
GS칼텍스,2021-10-27,0,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
GS칼텍스,2021-10-27,0,한다혜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
GS칼텍스,2021-10-27,0,한수진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
현대건설,2021-10-27,1,야스민,38.71,36.0,50.0,0.0,52.38,0.0,21.43,0.0,10,R,0.39436619718309857,1
현대건설,2021-10-27,1,양효진,55.56,53.85,100.0,0.0,0.0,33.33,0.0,0.25,2,C,0.22535211267605634,1
현대건설,2021-10-27,1,정지윤,37.93,33.33,100.0,0.0,0.0,0.0,40.0,0.25,4,C,0.18309859154929578,1
현대건설,2021-10-27,1,이다현,55.56,100.0,0.0,50.0,0.0,50.0,0.0,0.25,2,C,0.1267605633802817,1
현대건설,2021-10-27,1,황민경,23.08,25.0,50.0,0.0,0.0,0.0,14.29,0.0,3,L,0.07042253521126761,1
현대건설,2021-10-27,1,김다인,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.0,1
현대건설,2021-10-27,1,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
현대건설,2021-10-27,1,이나연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0,0
KGC인삼공사,2021-10-28,1,옐레나,52.78,31.25,100.0,0.0,72.73,0.0,62.5,0.25,1,R,0.3787878787878788,1
KGC인삼공사,2021-10-28,1,박혜민,44.0,42.86,66.67,0.0,0.0,0.0,37.5,0.0,5,L,0.16666666666666666,1
KGC인삼공사,2021-10-28,1,박은진,53.33,0.0,0.0,66.67,0.0,50.0,0.0,0.5,2,C,0.16666666666666666,1
KGC인삼공사,2021-10-28,1,이소영,15.79,14.29,25.0,0.0,0.0,0.0,14.29,0.5,4,L,0.10606060606060606,1
KGC인삼공사,2021-10-28,1,한송이,20.0,33.33,0.0,50.0,0.0,0.0,0.0,0.0,1,C,0.07575757575757576,1
KGC인삼공사,2021-10-28,1,염혜선,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.5,3,S,0.045454545454545456,1
KGC인삼공사,2021-10-28,1,이선우,25.0,16.67,0.0,0.0,0.0,0.0,50.0,0.0,1,L,0.030303030303030304,0
KGC인삼공사,2021-10-28,1,고의정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1,L,0.030303030303030304,0
KGC인삼공사,2021-10-28,1,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
흥국생명,2021-10-28,0,캣벨,42.03,35.48,50.0,0.0,30.43,0.0,81.82,0.25,6,R,0.5344827586206896,1
흥국생명,2021-10-28,0,이주아,55.56,50.0,0.0,50.0,0.0,60.0,0.0,0.0,0,C,0.1724137931034483,1
흥국생명,2021-10-28,0,김미연,23.08,16.67,100.0,0.0,0.0,0.0,23.08,0.25,6,L,0.1206896551724138,1
흥국생명,2021-10-28,0,김다은,29.41,25.0,0.0,0.0,0.0,0.0,37.5,0.0,4,R,0.08620689655172414,1
흥국생명,2021-10-28,0,최윤이,33.33,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.034482758620689655,0
흥국생명,2021-10-28,0,김채연,66.67,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1,C,0.034482758620689655,1
흥국생명,2021-10-28,0,박혜진,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,3,S,0.017241379310344827,1
흥국생명,2021-10-28,0,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
한국도로공사,2021-10-29,1,켈시,48.65,47.06,44.44,0.0,42.86,0.0,75.0,0.0,4,R,0.34615384615384615,1
한국도로공사,2021-10-29,1,박정아,35.48,33.33,66.67,0.0,0.0,0.0,28.57,0.0,1,L,0.25,1
한국도로공사,2021-10-29,1,전새얀,40.0,11.11,0.0,0.0,0.0,0.0,70.0,0.0,2,L,0.17307692307692307,1
한국도로공사,2021-10-29,1,정대영,62.5,100.0,0.0,33.33,0.0,50.0,0.0,0.67,0,C,0.15384615384615385,1
한국도로공사,2021-10-29,1,배유나,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.33,2,C,0.07692307692307693,1
한국도로공사,2021-10-29,1,이고은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,1
한국도로공사,2021-10-29,1,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
페퍼저축은행,2021-10-29,0,최민지,50.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,2,C,0.35,1
페퍼저축은행,2021-10-29,0,하혜진,46.15,50.0,50.0,0.0,0.0,100.0,0.0,0.0,2,R,0.3,1
페퍼저축은행,2021-10-29,0,박경현,25.0,27.27,100.0,0.0,0.0,0.0,0.0,0.0,2,L,0.2,1
페퍼저축은행,2021-10-29,0,이한비,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,3,L,0.1,1
페퍼저축은행,2021-10-29,0,이현,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.05,1
페퍼저축은행,2021-10-29,0,이은지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,R,0.0,0
GS칼텍스,2021-10-30,1,모마,53.97,53.66,0.0,0.0,55.56,0.0,50.0,0.25,6,R,0.5352112676056338,1
GS칼텍스,2021-10-30,1,강소휘,41.67,34.78,0.0,0.0,0.0,0.0,53.85,0.0,2,L,0.23943661971830985,1
GS칼텍스,2021-10-30,1,최은지,25.0,16.67,0.0,0.0,0.0,0.0,50.0,0.0,0,L,0.08450704225352113,0
GS칼텍스,2021-10-30,1,한수지,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1,C,0.07042253521126761,1
GS칼텍스,2021-10-30,1,김유리,44.44,33.33,0.0,0.0,0.0,50.0,0.0,0.0,0,C,0.056338028169014086,0
GS칼텍스,2021-10-30,1,안혜진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1,S,0.014084507042253521,0
GS칼텍스,2021-10-30,1,김지원,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,0
GS칼텍스,2021-10-30,1,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
GS칼텍스,2021-10-30,1,한수진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
IBK기업은행,2021-10-30,0,라셈,29.41,23.68,50.0,0.0,44.44,0.0,0.0,0.0,2,R,0.26229508196721313,1
IBK기업은행,2021-10-30,0,표승주,44.44,23.53,100.0,0.0,0.0,0.0,60.0,0.25,3,L,0.21311475409836064,1
IBK기업은행,2021-10-30,0,김주향,33.33,45.45,0.0,0.0,0.0,0.0,0.0,0.0,4,L,0.18032786885245902,1
